Entidad,B4-A-Muy difícil-Recuento,B4-A-Muy difícil-% del N de fila,B4-A-Muy difícil-% de N columnas,B4-A-Difícil-Recuento,B4-A-Difícil-% del N de fila,B4-A-Difícil-% de N columnas,B4-A-Poco difícil-Recuento,B4-A-Poco difícil-% del N de fila,B4-A-Poco difícil-% de N columnas,B4-A-Nada difícil-Recuento,B4-A-Nada difícil-% del N de fila,B4-A-Nada difícil-% de N columnas,B4-B-Muy difícil-Recuento,B4-B-Muy difícil-% del N de fila,B4-B-Muy difícil-% de N columnas,B4-B-Difícil-Recuento,B4-B-Difícil-% del N de fila,B4-B-Difícil-% de N columnas,B4-B-Poco difícil-Recuento,B4-B-Poco difícil-% del N de fila,B4-B-Poco difícil-% de N columnas,B4-B-Nada difícil-Recuento,B4-B-Nada difícil-% del N de fila,B4-B-Nada difícil-% de N columnas,B4-C-Muy difícil-Recuento,B4-C-Muy difícil-% del N de fila,B4-C-Muy difícil-% de N columnas,B4-C-Difícil-Recuento,B4-C-Difícil-% del N de fila,B4-C-Difícil-% de N columnas,B4-C-Poco difícil-Recuento,B4-C-Poco difícil-% del N de fila,B4-C-Poco difícil-% de N columnas,B4-C-Nada difícil-Recuento,B4-C-Nada difícil-% del N de fila,B4-C-Nada difícil-% de N columnas,B4-D-Muy difícil-Recuento,B4-D-Muy difícil-% del N de fila,B4-D-Muy difícil-% de N columnas,B4-D-Difícil-Recuento,B4-D-Difícil-% del N de fila,B4-D-Difícil-% de N columnas,B4-D-Poco difícil-Recuento,B4-D-Poco difícil-% del N de fila,B4-D-Poco difícil-% de N columnas,B4-D-Nada difícil-Recuento,B4-D-Nada difícil-% del N de fila,B4-D-Nada difícil-% de N columnas,B4-E-Muy difícil-Recuento,B4-E-Muy difícil-% del N de fila,B4-E-Muy difícil-% de N columnas,B4-E-Difícil-Recuento,B4-E-Difícil-% del N de fila,B4-E-Difícil-% de N columnas,B4-E-Poco difícil-Recuento,B4-E-Poco difícil-% del N de fila,B4-E-Poco difícil-% de N columnas,B4-E-Nada difícil-Recuento,B4-E-Nada difícil-% del N de fila,B4-E-Nada difícil-% de N columnas,B4-F-Muy difícil-Recuento,B4-F-Muy difícil-% del N de fila,B4-F-Muy difícil-% de N columnas,B4-F-Difícil-Recuento,B4-F-Difícil-% del N de fila,B4-F-Difícil-% de N columnas,B4-F-Poco difícil-Recuento,B4-F-Poco difícil-% del N de fila,B4-F-Poco difícil-% de N columnas,B4-F-Nada difícil-Recuento,B4-F-Nada difícil-% del N de fila,B4-F-Nada difícil-% de N columnas,B4-G-Muy difícil-Recuento,B4-G-Muy difícil-% del N de fila,B4-G-Muy difícil-% de N columnas,B4-G-Difícil-Recuento,B4-G-Difícil-% del N de fila,B4-G-Difícil-% de N columnas,B4-G-Poco difícil-Recuento,B4-G-Poco difícil-% del N de fila,B4-G-Poco difícil-% de N columnas,B4-G-Nada difícil-Recuento,B4-G-Nada difícil-% del N de fila,B4-G-Nada difícil-% de N columnas,B4-H-Muy difícil-Recuento,B4-H-Muy difícil-% del N de fila,B4-H-Muy difícil-% de N columnas,B4-H-Difícil-Recuento,B4-H-Difícil-% del N de fila,B4-H-Difícil-% de N columnas,B4-H-Poco difícil-Recuento,B4-H-Poco difícil-% del N de fila,B4-H-Poco difícil-% de N columnas,B4-H-Nada difícil-Recuento,B4-H-Nada difícil-% del N de fila,B4-H-Nada difícil-% de N columnas,B4-I-Muy difícil-Recuento,B4-I-Muy difícil-% del N de fila,B4-I-Muy difícil-% de N columnas,B4-I-Difícil-Recuento,B4-I-Difícil-% del N de fila,B4-I-Difícil-% de N columnas,B4-I-Poco difícil-Recuento,B4-I-Poco difícil-% del N de fila,B4-I-Poco difícil-% de N columnas,B4-I-Nada difícil-Recuento,B4-I-Nada difícil-% del N de fila,B4-I-Nada difícil-% de N columnas,B4-J-Muy difícil-Recuento,B4-J-Muy difícil-% del N de fila,B4-J-Muy difícil-% de N columnas,B4-J-Difícil-Recuento,B4-J-Difícil-% del N de fila,B4-J-Difícil-% de N columnas,B4-J-Poco difícil-Recuento,B4-J-Poco difícil-% del N de fila,B4-J-Poco difícil-% de N columnas,B4-J-Nada difícil-Recuento,B4-J-Nada difícil-% del N de fila,B4-J-Nada difícil-% de N columnas,B4-K-Muy difícil-Recuento,B4-K-Muy difícil-% del N de fila,B4-K-Muy difícil-% de N columnas,B4-K-Difícil-Recuento,B4-K-Difícil-% del N de fila,B4-K-Difícil-% de N columnas,B4-K-Poco difícil-Recuento,B4-K-Poco difícil-% del N de fila,B4-K-Poco difícil-% de N columnas,B4-K-Nada difícil-Recuento,B4-K-Nada difícil-% del N de fila,B4-K-Nada difícil-% de N columnas
ESTADO DE MÉXICO,49.000,0.099,0.061,231.000,0.465,0.051,200.000,0.402,0.038,17.000,0.034,0.021,44.000,0.089,0.054,189.000,0.380,0.051,229.000,0.461,0.041,35.000,0.070,0.025,101.000,0.203,0.041,225.000,0.453,0.045,151.000,0.304,0.043,20.000,0.040,0.037,28.000,0.056,0.063,139.000,0.280,0.051,273.000,0.549,0.042,57.000,0.115,0.032,86.000,0.173,0.042,211.000,0.425,0.046,179.000,0.360,0.042,21.000,0.042,0.034,38.000,0.076,0.064,137.000,0.276,0.046,268.000,0.539,0.043,54.000,0.109,0.033,33.000,0.066,0.059,200.000,0.402,0.049,236.000,0.475,0.039,28.000,0.056,0.037,68.000,0.137,0.052,201.000,0.404,0.047,198.000,0.398,0.041,30.000,0.060,0.030,40.000,0.080,0.060,163.000,0.328,0.046,249.000,0.501,0.042,45.000,0.091,0.034,32.000,0.064,0.061,151.000,0.304,0.050,267.000,0.537,0.041,47.000,0.095,0.033,33.000,0.066,0.056,165.000,0.332,0.049,260.000,0.523,0.042,39.000,0.078,0.031
GUANAJUATO,24.000,0.065,0.030,144.000,0.388,0.032,176.000,0.474,0.033,27.000,0.073,0.034,16.000,0.043,0.020,119.000,0.321,0.032,186.000,0.501,0.033,50.000,0.135,0.035,69.000,0.186,0.028,171.000,0.461,0.035,117.000,0.315,0.033,14.000,0.038,0.026,12.000,0.032,0.027,91.000,0.245,0.033,209.000,0.563,0.032,59.000,0.159,0.033,43.000,0.116,0.021,147.000,0.396,0.032,150.000,0.404,0.036,31.000,0.084,0.050,19.000,0.051,0.032,79.000,0.213,0.026,208.000,0.561,0.033,65.000,0.175,0.040,17.000,0.046,0.030,130.000,0.350,0.032,199.000,0.536,0.033,25.000,0.067,0.033,38.000,0.102,0.029,133.000,0.358,0.031,172.000,0.464,0.036,28.000,0.075,0.028,28.000,0.075,0.042,107.000,0.288,0.030,185.000,0.499,0.031,51.000,0.137,0.038,14.000,0.038,0.027,103.000,0.278,0.034,202.000,0.544,0.031,52.000,0.140,0.037,15.000,0.040,0.025,117.000,0.315,0.035,201.000,0.542,0.032,38.000,0.102,0.030
GUERRERO,0.000,0.000,0.000,4.000,0.200,0.001,12.000,0.600,0.002,4.000,0.200,0.005,1.000,0.050,0.001,2.000,0.100,0.001,10.000,0.500,0.002,7.000,0.350,0.005,3.000,0.150,0.001,6.000,0.300,0.001,8.000,0.400,0.002,3.000,0.150,0.006,1.000,0.050,0.002,3.000,0.150,0.001,12.000,0.600,0.002,4.000,0.200,0.002,3.000,0.150,0.001,6.000,0.300,0.001,7.000,0.350,0.002,4.000,0.200,0.007,1.000,0.050,0.002,2.000,0.100,0.001,9.000,0.450,0.001,8.000,0.400,0.005,1.000,0.050,0.002,4.000,0.200,0.001,11.000,0.550,0.002,4.000,0.200,0.005,1.000,0.050,0.001,5.000,0.250,0.001,11.000,0.550,0.002,3.000,0.150,0.003,1.000,0.050,0.002,3.000,0.150,0.001,10.000,0.500,0.002,6.000,0.300,0.004,1.000,0.050,0.002,1.000,0.050,0.000,12.000,0.600,0.002,6.000,0.300,0.004,1.000,0.050,0.002,1.000,0.050,0.000,14.000,0.700,0.002,4.000,0.200,0.003
HIDALGO,23.000,0.070,0.029,122.000,0.371,0.027,156.000,0.474,0.029,28.000,0.085,0.035,17.000,0.052,0.021,100.000,0.304,0.027,166.000,0.505,0.030,46.000,0.140,0.033,56.000,0.170,0.023,127.000,0.386,0.026,125.000,0.380,0.036,21.000,0.064,0.039,14.000,0.043,0.032,70.000,0.213,0.026,188.000,0.571,0.029,57.000,0.173,0.032,48.000,0.146,0.023,131.000,0.398,0.029,135.000,0.410,0.032,15.000,0.046,0.024,13.000,0.040,0.022,83.000,0.252,0.028,187.000,0.568,0.030,46.000,0.140,0.028,14.000,0.043,0.025,117.000,0.356,0.028,180.000,0.547,0.030,18.000,0.055,0.024,26.000,0.079,0.020,112.000,0.340,0.026,153.000,0.465,0.032,38.000,0.116,0.038,14.000,0.043,0.021,95.000,0.289,0.027,178.000,0.541,0.030,42.000,0.128,0.031,11.000,0.033,0.021,87.000,0.264,0.029,187.000,0.568,0.029,44.000,0.134,0.031,13.000,0.040,0.022,81.000,0.246,0.024,194.000,0.590,0.031,41.000,0.125,0.033
JALISCO,17.000,0.072,0.021,114.000,0.485,0.025,89.000,0.379,0.017,15.000,0.064,0.019,22.000,0.094,0.027,87.000,0.370,0.024,103.000,0.438,0.019,23.000,0.098,0.016,60.000,0.255,0.025,112.000,0.477,0.023,53.000,0.226,0.015,10.000,0.043,0.019,11.000,0.047,0.025,70.000,0.298,0.026,129.000,0.549,0.020,25.000,0.106,0.014,63.000,0.268,0.031,102.000,0.434,0.022,63.000,0.268,0.015,7.000,0.030,0.011,14.000,0.060,0.023,88.000,0.374,0.029,109.000,0.464,0.018,24.000,0.102,0.015,8.000,0.034,0.014,106.000,0.451,0.026,106.000,0.451,0.018,15.000,0.064,0.020,48.000,0.204,0.037,100.000,0.426,0.023,76.000,0.323,0.016,11.000,0.047,0.011,13.000,0.055,0.020,98.000,0.417,0.028,102.000,0.434,0.017,22.000,0.094,0.016,8.000,0.034,0.015,65.000,0.277,0.021,137.000,0.583,0.021,25.000,0.106,0.018,11.000,0.047,0.019,84.000,0.357,0.025,118.000,0.502,0.019,22.000,0.094,0.018
MICHOACÁN,1.000,0.027,0.001,12.000,0.324,0.003,21.000,0.568,0.004,3.000,0.081,0.004,0.000,0.000,0.000,10.000,0.270,0.003,18.000,0.486,0.003,9.000,0.243,0.006,6.000,0.162,0.002,13.000,0.351,0.003,17.000,0.459,0.005,1.000,0.027,0.002,2.000,0.054,0.005,11.000,0.297,0.004,16.000,0.432,0.002,8.000,0.216,0.005,5.000,0.135,0.002,10.000,0.270,0.002,21.000,0.568,0.005,1.000,0.027,0.002,0.000,0.000,0.000,6.000,0.162,0.002,26.000,0.703,0.004,5.000,0.135,0.003,2.000,0.054,0.004,11.000,0.297,0.003,22.000,0.595,0.004,2.000,0.054,0.003,1.000,0.027,0.001,5.000,0.135,0.001,20.000,0.541,0.004,11.000,0.297,0.011,2.000,0.054,0.003,9.000,0.243,0.003,19.000,0.514,0.003,7.000,0.189,0.005,2.000,0.054,0.004,8.000,0.216,0.003,20.000,0.541,0.003,7.000,0.189,0.005,1.000,0.027,0.002,9.000,0.243,0.003,24.000,0.649,0.004,3.000,0.081,0.002
MORELOS,23.000,0.064,0.029,120.000,0.335,0.026,191.000,0.534,0.036,24.000,0.067,0.030,23.000,0.064,0.028,100.000,0.279,0.027,191.000,0.534,0.034,44.000,0.123,0.031,64.000,0.179,0.026,156.000,0.436,0.031,113.000,0.316,0.032,25.000,0.070,0.047,10.000,0.028,0.023,65.000,0.182,0.024,220.000,0.615,0.034,63.000,0.176,0.036,45.000,0.126,0.022,154.000,0.430,0.034,137.000,0.383,0.033,22.000,0.061,0.036,11.000,0.031,0.018,79.000,0.221,0.026,210.000,0.587,0.034,58.000,0.162,0.036,17.000,0.047,0.030,114.000,0.318,0.028,194.000,0.542,0.032,33.000,0.092,0.043,30.000,0.084,0.023,127.000,0.355,0.030,154.000,0.430,0.032,47.000,0.131,0.047,17.000,0.047,0.026,89.000,0.249,0.025,196.000,0.547,0.033,56.000,0.156,0.042,13.000,0.036,0.025,91.000,0.254,0.030,203.000,0.567,0.031,51.000,0.142,0.036,17.000,0.047,0.029,108.000,0.302,0.032,189.000,0.528,0.030,44.000,0.123,0.035
NAYARIT,19.000,0.043,0.024,149.000,0.333,0.033,240.000,0.537,0.045,39.000,0.087,0.049,23.000,0.051,0.028,128.000,0.286,0.035,222.000,0.497,0.040,74.000,0.166,0.053,84.000,0.188,0.034,195.000,0.436,0.039,150.000,0.336,0.043,18.000,0.040,0.034,15.000,0.034,0.034,93.000,0.208,0.034,272.000,0.609,0.042,67.000,0.150,0.038,75.000,0.168,0.037,175.000,0.391,0.038,166.000,0.371,0.039,31.000,0.069,0.050,15.000,0.034,0.025,91.000,0.204,0.030,267.000,0.597,0.043,74.000,0.166,0.046,10.000,0.022,0.018,143.000,0.320,0.035,265.000,0.593,0.044,29.000,0.065,0.038,33.000,0.074,0.025,134.000,0.300,0.031,220.000,0.492,0.045,60.000,0.134,0.060,18.000,0.040,0.027,124.000,0.277,0.035,238.000,0.532,0.040,67.000,0.150,0.050,17.000,0.038,0.032,94.000,0.210,0.031,271.000,0.606,0.042,65.000,0.145,0.046,20.000,0.045,0.034,105.000,0.235,0.031,268.000,0.600,0.043,54.000,0.121,0.043
NUEVO LEÓN,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PUEBLA,33.000,0.084,0.041,163.000,0.416,0.036,182.000,0.464,0.034,14.000,0.036,0.017,34.000,0.087,0.042,119.000,0.304,0.032,196.000,0.500,0.035,43.000,0.110,0.031,80.000,0.204,0.033,162.000,0.413,0.033,132.000,0.337,0.038,18.000,0.046,0.034,24.000,0.061,0.054,88.000,0.224,0.032,225.000,0.574,0.035,55.000,0.140,0.031,56.000,0.143,0.027,145.000,0.370,0.032,161.000,0.411,0.038,30.000,0.077,0.049,18.000,0.046,0.030,87.000,0.222,0.029,222.000,0.566,0.036,65.000,0.166,0.040,18.000,0.046,0.032,142.000,0.362,0.034,207.000,0.528,0.034,25.000,0.064,0.033,32.000,0.082,0.025,109.000,0.278,0.025,196.000,0.500,0.041,55.000,0.140,0.055,30.000,0.077,0.045,115.000,0.293,0.033,210.000,0.536,0.036,37.000,0.094,0.028,14.000,0.036,0.027,97.000,0.247,0.032,228.000,0.582,0.035,53.000,0.135,0.038,18.000,0.046,0.030,113.000,0.288,0.033,219.000,0.559,0.035,42.000,0.107,0.034
QUERÉTARO,46.000,0.089,0.057,209.000,0.407,0.046,224.000,0.436,0.042,35.000,0.068,0.044,43.000,0.084,0.053,172.000,0.335,0.047,233.000,0.453,0.042,66.000,0.128,0.047,112.000,0.218,0.046,247.000,0.481,0.050,134.000,0.261,0.038,21.000,0.041,0.039,21.000,0.041,0.047,115.000,0.224,0.042,293.000,0.570,0.045,85.000,0.165,0.048,97.000,0.189,0.047,230.000,0.447,0.050,171.000,0.333,0.041,16.000,0.031,0.026,36.000,0.070,0.060,149.000,0.290,0.050,281.000,0.547,0.045,48.000,0.093,0.030,26.000,0.051,0.046,209.000,0.407,0.051,251.000,0.488,0.042,28.000,0.054,0.037,71.000,0.138,0.054,224.000,0.436,0.052,186.000,0.362,0.038,33.000,0.064,0.033,36.000,0.070,0.054,166.000,0.323,0.047,258.000,0.502,0.044,54.000,0.105,0.040,23.000,0.045,0.044,135.000,0.263,0.044,308.000,0.599,0.048,48.000,0.093,0.034,25.000,0.049,0.042,154.000,0.300,0.045,295.000,0.574,0.047,40.000,0.078,0.032
QUINTANA ROO,28.000,0.060,0.035,174.000,0.374,0.038,235.000,0.505,0.044,28.000,0.060,0.035,26.000,0.056,0.032,125.000,0.269,0.034,262.000,0.563,0.047,52.000,0.112,0.037,84.000,0.181,0.034,196.000,0.422,0.040,159.000,0.342,0.045,26.000,0.056,0.049,11.000,0.024,0.025,89.000,0.191,0.033,291.000,0.626,0.045,74.000,0.159,0.042,84.000,0.181,0.041,182.000,0.391,0.040,180.000,0.387,0.043,19.000,0.041,0.031,19.000,0.041,0.032,100.000,0.215,0.033,275.000,0.591,0.044,71.000,0.153,0.044,16.000,0.034,0.028,139.000,0.299,0.034,274.000,0.589,0.046,36.000,0.077,0.047,38.000,0.082,0.029,178.000,0.383,0.041,205.000,0.441,0.042,44.000,0.095,0.044,19.000,0.041,0.029,133.000,0.286,0.038,244.000,0.525,0.041,69.000,0.148,0.051,19.000,0.041,0.036,107.000,0.230,0.035,265.000,0.570,0.041,74.000,0.159,0.053,21.000,0.045,0.036,123.000,0.265,0.036,256.000,0.551,0.041,65.000,0.140,0.052
SAN LUIS POTOSÍ,13.000,0.034,0.016,157.000,0.411,0.035,189.000,0.495,0.036,23.000,0.060,0.029,27.000,0.071,0.033,129.000,0.338,0.035,172.000,0.450,0.031,54.000,0.141,0.038,61.000,0.160,0.025,158.000,0.414,0.032,137.000,0.359,0.039,26.000,0.068,0.049,9.000,0.024,0.020,93.000,0.243,0.034,213.000,0.558,0.033,67.000,0.175,0.038,60.000,0.157,0.029,148.000,0.387,0.032,151.000,0.395,0.036,23.000,0.060,0.037,11.000,0.029,0.018,101.000,0.264,0.034,214.000,0.560,0.034,56.000,0.147,0.035,11.000,0.029,0.020,147.000,0.385,0.036,196.000,0.513,0.033,28.000,0.073,0.037,30.000,0.079,0.023,148.000,0.387,0.034,166.000,0.435,0.034,38.000,0.099,0.038,13.000,0.034,0.020,117.000,0.306,0.033,206.000,0.539,0.035,46.000,0.120,0.034,11.000,0.029,0.021,107.000,0.280,0.035,215.000,0.563,0.033,49.000,0.128,0.035,14.000,0.037,0.024,105.000,0.275,0.031,217.000,0.568,0.035,46.000,0.120,0.037
SINALOA,33.000,0.059,0.041,172.000,0.307,0.038,286.000,0.510,0.054,70.000,0.125,0.087,21.000,0.037,0.026,126.000,0.225,0.034,313.000,0.558,0.056,101.000,0.180,0.072,88.000,0.157,0.036,222.000,0.396,0.045,208.000,0.371,0.059,43.000,0.077,0.081,11.000,0.020,0.025,96.000,0.171,0.035,320.000,0.570,0.049,134.000,0.239,0.076,85.000,0.152,0.042,201.000,0.358,0.044,230.000,0.410,0.055,45.000,0.080,0.073,15.000,0.027,0.025,108.000,0.193,0.036,316.000,0.563,0.051,122.000,0.217,0.075,17.000,0.030,0.030,151.000,0.269,0.037,329.000,0.586,0.055,64.000,0.114,0.084,45.000,0.080,0.034,196.000,0.349,0.046,243.000,0.433,0.050,77.000,0.137,0.077,20.000,0.036,0.030,123.000,0.219,0.035,310.000,0.553,0.052,108.000,0.193,0.081,24.000,0.043,0.046,114.000,0.203,0.037,329.000,0.586,0.051,94.000,0.168,0.067,28.000,0.050,0.047,124.000,0.221,0.037,322.000,0.574,0.052,87.000,0.155,0.069
SONORA,15.000,0.046,0.019,113.000,0.347,0.025,162.000,0.497,0.030,36.000,0.110,0.045,17.000,0.052,0.021,83.000,0.255,0.023,169.000,0.518,0.030,57.000,0.175,0.040,57.000,0.175,0.023,136.000,0.417,0.027,109.000,0.334,0.031,24.000,0.074,0.045,8.000,0.025,0.018,69.000,0.212,0.025,191.000,0.586,0.029,58.000,0.178,0.033,54.000,0.166,0.026,132.000,0.405,0.029,119.000,0.365,0.028,21.000,0.064,0.034,14.000,0.043,0.023,86.000,0.264,0.029,176.000,0.540,0.028,50.000,0.153,0.031,17.000,0.052,0.030,117.000,0.359,0.028,164.000,0.503,0.027,28.000,0.086,0.037,34.000,0.104,0.026,124.000,0.380,0.029,139.000,0.426,0.029,29.000,0.089,0.029,15.000,0.046,0.023,85.000,0.261,0.024,181.000,0.555,0.031,45.000,0.138,0.034,14.000,0.043,0.027,74.000,0.227,0.024,200.000,0.613,0.031,38.000,0.117,0.027,17.000,0.052,0.029,85.000,0.261,0.025,183.000,0.561,0.029,41.000,0.126,0.033
TABASCO,25.000,0.064,0.031,157.000,0.399,0.035,182.000,0.463,0.034,29.000,0.074,0.036,24.000,0.061,0.030,95.000,0.242,0.026,224.000,0.570,0.040,50.000,0.127,0.035,49.000,0.125,0.020,140.000,0.356,0.028,174.000,0.443,0.049,30.000,0.076,0.056,14.000,0.036,0.032,75.000,0.191,0.027,238.000,0.606,0.037,66.000,0.168,0.037,61.000,0.155,0.030,144.000,0.366,0.032,161.000,0.410,0.038,27.000,0.069,0.044,8.000,0.020,0.013,87.000,0.221,0.029,235.000,0.598,0.038,63.000,0.160,0.039,21.000,0.053,0.037,104.000,0.265,0.025,229.000,0.583,0.038,39.000,0.099,0.051,30.000,0.076,0.023,126.000,0.321,0.029,190.000,0.483,0.039,47.000,0.120,0.047,13.000,0.033,0.020,113.000,0.288,0.032,218.000,0.555,0.037,49.000,0.125,0.037,17.000,0.043,0.032,87.000,0.221,0.029,237.000,0.603,0.037,52.000,0.132,0.037,13.000,0.033,0.022,92.000,0.234,0.027,232.000,0.590,0.037,56.000,0.142,0.045
TAMAULIPAS,28.000,0.065,0.035,149.000,0.345,0.033,224.000,0.519,0.042,31.000,0.072,0.039,19.000,0.044,0.024,131.000,0.303,0.036,224.000,0.519,0.040,58.000,0.134,0.041,73.000,0.169,0.030,186.000,0.431,0.038,146.000,0.338,0.042,27.000,0.063,0.051,12.000,0.028,0.027,91.000,0.211,0.033,260.000,0.602,0.040,69.000,0.160,0.039,67.000,0.155,0.033,164.000,0.380,0.036,181.000,0.419,0.043,20.000,0.046,0.033,17.000,0.039,0.029,108.000,0.250,0.036,237.000,0.549,0.038,70.000,0.162,0.043,14.000,0.032,0.025,142.000,0.329,0.034,245.000,0.567,0.041,31.000,0.072,0.041,42.000,0.097,0.032,180.000,0.417,0.042,187.000,0.433,0.039,23.000,0.053,0.023,14.000,0.032,0.021,121.000,0.280,0.034,256.000,0.593,0.043,41.000,0.095,0.031,13.000,0.030,0.025,120.000,0.278,0.039,238.000,0.551,0.037,61.000,0.141,0.043,15.000,0.035,0.025,128.000,0.296,0.038,236.000,0.546,0.038,53.000,0.123,0.042
TLAXCALA,20.000,0.061,0.025,136.000,0.412,0.030,155.000,0.470,0.029,19.000,0.058,0.024,25.000,0.076,0.031,114.000,0.345,0.031,160.000,0.485,0.029,31.000,0.094,0.022,89.000,0.270,0.036,131.000,0.397,0.026,97.000,0.294,0.028,13.000,0.039,0.024,10.000,0.030,0.023,90.000,0.273,0.033,176.000,0.533,0.027,54.000,0.164,0.031,44.000,0.133,0.022,141.000,0.427,0.031,131.000,0.397,0.031,14.000,0.042,0.023,11.000,0.033,0.018,84.000,0.255,0.028,188.000,0.570,0.030,47.000,0.142,0.029,18.000,0.055,0.032,116.000,0.352,0.028,180.000,0.545,0.030,16.000,0.048,0.021,36.000,0.109,0.028,129.000,0.391,0.030,146.000,0.442,0.030,19.000,0.058,0.019,13.000,0.039,0.020,105.000,0.318,0.030,180.000,0.545,0.030,32.000,0.097,0.024,11.000,0.033,0.021,87.000,0.264,0.029,191.000,0.579,0.030,41.000,0.124,0.029,14.000,0.042,0.024,97.000,0.294,0.029,183.000,0.555,0.029,36.000,0.109,0.029
VERACRUZ,9.000,0.071,0.011,50.000,0.397,0.011,57.000,0.452,0.011,10.000,0.079,0.012,8.000,0.063,0.010,44.000,0.349,0.012,60.000,0.476,0.011,14.000,0.111,0.010,27.000,0.214,0.011,55.000,0.437,0.011,41.000,0.325,0.012,3.000,0.024,0.006,5.000,0.040,0.011,37.000,0.294,0.014,69.000,0.548,0.011,15.000,0.119,0.008,18.000,0.143,0.009,67.000,0.532,0.015,38.000,0.302,0.009,3.000,0.024,0.005,9.000,0.071,0.015,36.000,0.286,0.012,69.000,0.548,0.011,12.000,0.095,0.007,7.000,0.056,0.012,48.000,0.381,0.012,67.000,0.532,0.011,4.000,0.032,0.005,15.000,0.119,0.011,46.000,0.365,0.011,50.000,0.397,0.010,15.000,0.119,0.015,8.000,0.063,0.012,45.000,0.357,0.013,58.000,0.460,0.010,15.000,0.119,0.011,3.000,0.024,0.006,35.000,0.278,0.011,72.000,0.571,0.011,16.000,0.127,0.011,3.000,0.024,0.005,40.000,0.317,0.012,67.000,0.532,0.011,16.000,0.127,0.013
YUCATÁN,22.000,0.084,0.027,110.000,0.421,0.024,113.000,0.433,0.021,16.000,0.061,0.020,28.000,0.107,0.035,84.000,0.322,0.023,122.000,0.467,0.022,27.000,0.103,0.019,63.000,0.241,0.026,103.000,0.395,0.021,81.000,0.310,0.023,14.000,0.054,0.026,12.000,0.046,0.027,61.000,0.234,0.022,139.000,0.533,0.021,49.000,0.188,0.028,70.000,0.268,0.034,97.000,0.372,0.021,81.000,0.310,0.019,13.000,0.050,0.021,18.000,0.069,0.030,70.000,0.268,0.023,139.000,0.533,0.022,34.000,0.130,0.021,14.000,0.054,0.025,92.000,0.352,0.022,138.000,0.529,0.023,17.000,0.065,0.022,42.000,0.161,0.032,92.000,0.352,0.021,105.000,0.402,0.022,22.000,0.084,0.022,16.000,0.061,0.024,83.000,0.318,0.023,132.000,0.506,0.022,30.000,0.115,0.022,16.000,0.061,0.030,65.000,0.249,0.021,141.000,0.540,0.022,39.000,0.149,0.028,15.000,0.057,0.025,79.000,0.303,0.023,133.000,0.510,0.021,34.000,0.130,0.027
ZACATECAS,59.000,0.080,0.074,304.000,0.411,0.067,339.000,0.458,0.064,38.000,0.051,0.047,67.000,0.091,0.083,248.000,0.335,0.068,361.000,0.488,0.065,64.000,0.086,0.045,182.000,0.246,0.075,313.000,0.423,0.063,217.000,0.293,0.062,28.000,0.038,0.052,34.000,0.046,0.077,205.000,0.277,0.075,429.000,0.580,0.066,72.000,0.097,0.041,171.000,0.231,0.084,310.000,0.419,0.068,233.000,0.315,0.055,26.000,0.035,0.042,38.000,0.051,0.064,225.000,0.304,0.075,392.000,0.530,0.063,85.000,0.115,0.052,42.000,0.057,0.075,286.000,0.386,0.069,378.000,0.511,0.063,34.000,0.046,0.045,86.000,0.116,0.066,293.000,0.396,0.068,312.000,0.422,0.064,49.000,0.066,0.049,59.000,0.080,0.089,244.000,0.330,0.069,379.000,0.512,0.064,58.000,0.078,0.043,53.000,0.072,0.101,243.000,0.328,0.080,397.000,0.536,0.061,47.000,0.064,0.033,64.000,0.086,0.108,248.000,0.335,0.073,385.000,0.520,0.062,43.000,0.058,0.034
