Entidad,B6-A-Totalmente de acuerdo-Recuento,B6-A-Totalmente de acuerdo-% del N de fila,B6-A-Totalmente de acuerdo-% de N columnas,B6-A-De acuerdo-Recuento,B6-A-De acuerdo-% del N de fila,B6-A-De acuerdo-% de N columnas,B6-A-En desacuerdo-Recuento,B6-A-En desacuerdo-% del N de fila,B6-A-En desacuerdo-% de N columnas,B6-A-Totalmente en desacuerdo-Recuento,B6-A-Totalmente en desacuerdo-% del N de fila,B6-A-Totalmente en desacuerdo-% de N columnas,B6-A-No sé o no estoy seguro-Recuento,B6-A-No sé o no estoy seguro-% del N de fila,B6-A-No sé o no estoy seguro-% de N columnas,B6-B-Totalmente de acuerdo-Recuento,B6-B-Totalmente de acuerdo-% del N de fila,B6-B-Totalmente de acuerdo-% de N columnas,B6-B-De acuerdo-Recuento,B6-B-De acuerdo-% del N de fila,B6-B-De acuerdo-% de N columnas,B6-B-En desacuerdo-Recuento,B6-B-En desacuerdo-% del N de fila,B6-B-En desacuerdo-% de N columnas,B6-B-Totalmente en desacuerdo-Recuento,B6-B-Totalmente en desacuerdo-% del N de fila,B6-B-Totalmente en desacuerdo-% de N columnas,B6-B-No sé o no estoy seguro-Recuento,B6-B-No sé o no estoy seguro-% del N de fila,B6-B-No sé o no estoy seguro-% de N columnas,B6-C-Totalmente de acuerdo-Recuento,B6-C-Totalmente de acuerdo-% del N de fila,B6-C-Totalmente de acuerdo-% de N columnas,B6-C-De acuerdo-Recuento,B6-C-De acuerdo-% del N de fila,B6-C-De acuerdo-% de N columnas,B6-C-En desacuerdo-Recuento,B6-C-En desacuerdo-% del N de fila,B6-C-En desacuerdo-% de N columnas,B6-C-Totalmente en desacuerdo-Recuento,B6-C-Totalmente en desacuerdo-% del N de fila,B6-C-Totalmente en desacuerdo-% de N columnas,B6-C-No sé o no estoy seguro-Recuento,B6-C-No sé o no estoy seguro-% del N de fila,B6-C-No sé o no estoy seguro-% de N columnas,B6-D-Totalmente de acuerdo-Recuento,B6-D-Totalmente de acuerdo-% del N de fila,B6-D-Totalmente de acuerdo-% de N columnas,B6-D-De acuerdo-Recuento,B6-D-De acuerdo-% del N de fila,B6-D-De acuerdo-% de N columnas,B6-D-En desacuerdo-Recuento,B6-D-En desacuerdo-% del N de fila,B6-D-En desacuerdo-% de N columnas,B6-D-Totalmente en desacuerdo-Recuento,B6-D-Totalmente en desacuerdo-% del N de fila,B6-D-Totalmente en desacuerdo-% de N columnas,B6-D-No sé o no estoy seguro-Recuento,B6-D-No sé o no estoy seguro-% del N de fila,B6-D-No sé o no estoy seguro-% de N columnas,B6-E-Totalmente de acuerdo-Recuento,B6-E-Totalmente de acuerdo-% del N de fila,B6-E-Totalmente de acuerdo-% de N columnas,B6-E-De acuerdo-Recuento,B6-E-De acuerdo-% del N de fila,B6-E-De acuerdo-% de N columnas,B6-E-En desacuerdo-Recuento,B6-E-En desacuerdo-% del N de fila,B6-E-En desacuerdo-% de N columnas,B6-E-Totalmente en desacuerdo-Recuento,B6-E-Totalmente en desacuerdo-% del N de fila,B6-E-Totalmente en desacuerdo-% de N columnas,B6-E-No sé o no estoy seguro-Recuento,B6-E-No sé o no estoy seguro-% del N de fila,B6-E-No sé o no estoy seguro-% de N columnas,B6-F-Totalmente de acuerdo-Recuento,B6-F-Totalmente de acuerdo-% del N de fila,B6-F-Totalmente de acuerdo-% de N columnas,B6-F-De acuerdo-Recuento,B6-F-De acuerdo-% del N de fila,B6-F-De acuerdo-% de N columnas,B6-F-En desacuerdo-Recuento,B6-F-En desacuerdo-% del N de fila,B6-F-En desacuerdo-% de N columnas,B6-F-Totalmente en desacuerdo-Recuento,B6-F-Totalmente en desacuerdo-% del N de fila,B6-F-Totalmente en desacuerdo-% de N columnas,B6-F-No sé o no estoy seguro-Recuento,B6-F-No sé o no estoy seguro-% del N de fila,B6-F-No sé o no estoy seguro-% de N columnas,B6-G-Totalmente de acuerdo-Recuento,B6-G-Totalmente de acuerdo-% del N de fila,B6-G-Totalmente de acuerdo-% de N columnas,B6-G-De acuerdo-Recuento,B6-G-De acuerdo-% del N de fila,B6-G-De acuerdo-% de N columnas,B6-G-En desacuerdo-Recuento,B6-G-En desacuerdo-% del N de fila,B6-G-En desacuerdo-% de N columnas,B6-G-Totalmente en desacuerdo-Recuento,B6-G-Totalmente en desacuerdo-% del N de fila,B6-G-Totalmente en desacuerdo-% de N columnas,B6-G-No sé o no estoy seguro-Recuento,B6-G-No sé o no estoy seguro-% del N de fila,B6-G-No sé o no estoy seguro-% de N columnas,B6-H-Totalmente de acuerdo-Recuento,B6-H-Totalmente de acuerdo-% del N de fila,B6-H-Totalmente de acuerdo-% de N columnas,B6-H-De acuerdo-Recuento,B6-H-De acuerdo-% del N de fila,B6-H-De acuerdo-% de N columnas,B6-H-En desacuerdo-Recuento,B6-H-En desacuerdo-% del N de fila,B6-H-En desacuerdo-% de N columnas,B6-H-Totalmente en desacuerdo-Recuento,B6-H-Totalmente en desacuerdo-% del N de fila,B6-H-Totalmente en desacuerdo-% de N columnas,B6-H-No sé o no estoy seguro-Recuento,B6-H-No sé o no estoy seguro-% del N de fila,B6-H-No sé o no estoy seguro-% de N columnas,B6-I-Totalmente de acuerdo-Recuento,B6-I-Totalmente de acuerdo-% del N de fila,B6-I-Totalmente de acuerdo-% de N columnas,B6-I-De acuerdo-Recuento,B6-I-De acuerdo-% del N de fila,B6-I-De acuerdo-% de N columnas,B6-I-En desacuerdo-Recuento,B6-I-En desacuerdo-% del N de fila,B6-I-En desacuerdo-% de N columnas,B6-I-Totalmente en desacuerdo-Recuento,B6-I-Totalmente en desacuerdo-% del N de fila,B6-I-Totalmente en desacuerdo-% de N columnas,B6-I-No sé o no estoy seguro-Recuento,B6-I-No sé o no estoy seguro-% del N de fila,B6-I-No sé o no estoy seguro-% de N columnas
Maestría,455.000,0.290,0.382,917.000,0.584,0.359,120.000,0.076,0.407,7.000,0.004,0.304,70.000,0.045,0.370,743.000,0.474,0.408,767.000,0.489,0.343,42.000,0.027,0.313,4.000,0.003,0.250,13.000,0.008,0.289,847.000,0.540,0.396,678.000,0.432,0.345,32.000,0.020,0.302,4.000,0.003,0.267,8.000,0.005,0.348,911.000,0.581,0.387,630.000,0.402,0.348,16.000,0.010,0.286,4.000,0.003,0.364,8.000,0.005,0.421,679.000,0.433,0.394,813.000,0.518,0.355,37.000,0.024,0.366,2.000,0.001,0.182,38.000,0.024,0.306,628.000,0.400,0.405,753.000,0.480,0.343,128.000,0.082,0.367,28.000,0.018,0.483,32.000,0.020,0.320,854.000,0.544,0.407,657.000,0.419,0.333,37.000,0.024,0.291,8.000,0.005,0.296,13.000,0.008,0.433,791.000,0.504,0.392,717.000,0.457,0.352,45.000,0.029,0.354,2.000,0.001,0.182,14.000,0.009,0.230,613.000,0.391,0.382,800.000,0.510,0.353,97.000,0.062,0.433,10.000,0.006,0.417,49.000,0.031,0.366
Doctorado,131.000,0.300,0.110,243.000,0.557,0.095,43.000,0.099,0.146,3.000,0.007,0.130,16.000,0.037,0.085,211.000,0.484,0.116,207.000,0.475,0.092,14.000,0.032,0.104,3.000,0.007,0.188,1.000,0.002,0.022,252.000,0.578,0.118,166.000,0.381,0.084,12.000,0.028,0.113,3.000,0.007,0.200,3.000,0.007,0.130,272.000,0.624,0.115,153.000,0.351,0.084,8.000,0.018,0.143,2.000,0.005,0.182,1.000,0.002,0.053,215.000,0.493,0.125,202.000,0.463,0.088,13.000,0.030,0.129,1.000,0.002,0.091,5.000,0.011,0.040,181.000,0.415,0.117,191.000,0.438,0.087,51.000,0.117,0.146,9.000,0.021,0.155,4.000,0.009,0.040,239.000,0.548,0.114,173.000,0.397,0.088,19.000,0.044,0.150,4.000,0.009,0.148,1.000,0.002,0.033,233.000,0.534,0.115,177.000,0.406,0.087,17.000,0.039,0.134,5.000,0.011,0.455,4.000,0.009,0.066,186.000,0.427,0.116,215.000,0.493,0.095,22.000,0.050,0.098,5.000,0.011,0.208,8.000,0.018,0.060
Posdoctorado,8.000,0.571,0.007,6.000,0.429,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8.000,0.571,0.004,6.000,0.429,0.003,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8.000,0.571,0.004,5.000,0.357,0.003,1.000,0.071,0.009,0.000,0.000,0.000,0.000,0.000,0.000,8.000,0.571,0.003,6.000,0.429,0.003,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8.000,0.571,0.005,6.000,0.429,0.003,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8.000,0.571,0.005,5.000,0.357,0.002,0.000,0.000,0.000,1.000,0.071,0.017,0.000,0.000,0.000,7.000,0.500,0.003,6.000,0.429,0.003,0.000,0.000,0.000,1.000,0.071,0.037,0.000,0.000,0.000,9.000,0.643,0.004,5.000,0.357,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,7.000,0.500,0.004,7.000,0.500,0.003,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Menor o igual a 10,770.000,0.267,0.646,1758.000,0.609,0.688,215.000,0.074,0.729,17.000,0.006,0.739,128.000,0.044,0.677,1201.000,0.416,0.660,1545.000,0.535,0.690,97.000,0.034,0.724,11.000,0.004,0.688,34.000,0.012,0.756,1447.000,0.501,0.676,1327.000,0.459,0.674,86.000,0.030,0.811,9.000,0.003,0.600,19.000,0.007,0.826,1588.000,0.550,0.674,1244.000,0.431,0.687,36.000,0.012,0.643,6.000,0.002,0.545,14.000,0.005,0.737,1151.000,0.399,0.667,1565.000,0.542,0.683,70.000,0.024,0.693,8.000,0.003,0.727,94.000,0.033,0.758,1046.000,0.362,0.675,1488.000,0.515,0.678,226.000,0.078,0.648,45.000,0.016,0.776,83.000,0.029,0.830,1432.000,0.496,0.683,1332.000,0.461,0.675,77.000,0.027,0.606,20.000,0.007,0.741,27.000,0.009,0.900,1375.000,0.476,0.681,1380.000,0.478,0.678,83.000,0.029,0.654,8.000,0.003,0.727,42.000,0.015,0.689,1060.000,0.367,0.661,1567.000,0.543,0.692,156.000,0.054,0.696,15.000,0.005,0.625,89.000,0.031,0.664
11 a 20,278.000,0.311,0.233,524.000,0.587,0.205,48.000,0.054,0.163,3.000,0.003,0.130,40.000,0.045,0.212,415.000,0.465,0.228,448.000,0.502,0.200,20.000,0.022,0.149,2.000,0.002,0.125,8.000,0.009,0.178,463.000,0.518,0.216,411.000,0.460,0.209,15.000,0.017,0.142,2.000,0.002,0.133,2.000,0.002,0.087,520.000,0.582,0.221,361.000,0.404,0.199,8.000,0.009,0.143,3.000,0.003,0.273,1.000,0.001,0.053,383.000,0.429,0.222,471.000,0.527,0.205,16.000,0.018,0.158,1.000,0.001,0.091,22.000,0.025,0.177,330.000,0.370,0.213,456.000,0.511,0.208,86.000,0.096,0.246,9.000,0.010,0.155,12.000,0.013,0.120,436.000,0.488,0.208,420.000,0.470,0.213,30.000,0.034,0.236,5.000,0.006,0.185,2.000,0.002,0.067,443.000,0.496,0.219,412.000,0.461,0.202,23.000,0.026,0.181,2.000,0.002,0.182,13.000,0.015,0.213,360.000,0.403,0.224,466.000,0.522,0.206,33.000,0.037,0.147,5.000,0.006,0.208,29.000,0.032,0.216
21 a 30,144.000,0.305,0.121,272.000,0.576,0.106,32.000,0.068,0.108,3.000,0.006,0.130,21.000,0.044,0.111,204.000,0.432,0.112,245.000,0.519,0.109,17.000,0.036,0.127,3.000,0.006,0.188,3.000,0.006,0.067,231.000,0.489,0.108,230.000,0.487,0.117,5.000,0.011,0.047,4.000,0.008,0.267,2.000,0.004,0.087,247.000,0.523,0.105,207.000,0.439,0.114,12.000,0.025,0.214,2.000,0.004,0.182,4.000,0.008,0.211,191.000,0.405,0.111,256.000,0.542,0.112,15.000,0.032,0.149,2.000,0.004,0.182,8.000,0.017,0.065,174.000,0.369,0.112,252.000,0.534,0.115,37.000,0.078,0.106,4.000,0.008,0.069,5.000,0.011,0.050,229.000,0.485,0.109,220.000,0.466,0.112,20.000,0.042,0.157,2.000,0.004,0.074,1.000,0.002,0.033,201.000,0.426,0.100,243.000,0.515,0.119,21.000,0.044,0.165,1.000,0.002,0.091,6.000,0.013,0.098,184.000,0.390,0.115,233.000,0.494,0.103,35.000,0.074,0.156,4.000,0.008,0.167,16.000,0.034,0.119
31 a 40,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
41 a 50,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Mayor o igual a 51,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
Definitivo o base,943.000,0.282,0.791,1998.000,0.597,0.782,241.000,0.072,0.817,20.000,0.006,0.870,144.000,0.043,0.762,1474.000,0.441,0.810,1735.000,0.519,0.775,102.000,0.030,0.761,12.000,0.004,0.750,23.000,0.007,0.511,1727.000,0.516,0.807,1514.000,0.452,0.769,80.000,0.024,0.755,10.000,0.003,0.667,15.000,0.004,0.652,1904.000,0.569,0.808,1379.000,0.412,0.761,41.000,0.012,0.732,8.000,0.002,0.727,14.000,0.004,0.737,1424.000,0.426,0.826,1749.000,0.523,0.763,81.000,0.024,0.802,7.000,0.002,0.636,85.000,0.025,0.685,1249.000,0.373,0.806,1678.000,0.501,0.764,303.000,0.091,0.868,50.000,0.015,0.862,66.000,0.020,0.660,1706.000,0.510,0.814,1496.000,0.447,0.759,103.000,0.031,0.811,22.000,0.007,0.815,19.000,0.006,0.633,1624.000,0.485,0.804,1568.000,0.469,0.771,100.000,0.030,0.787,10.000,0.003,0.909,44.000,0.013,0.721,1298.000,0.388,0.809,1753.000,0.524,0.774,178.000,0.053,0.795,23.000,0.007,0.958,94.000,0.028,0.701
Interino,42.000,0.313,0.035,79.000,0.590,0.031,7.000,0.052,0.024,1.000,0.007,0.043,5.000,0.037,0.026,66.000,0.493,0.036,61.000,0.455,0.027,4.000,0.030,0.030,1.000,0.007,0.063,2.000,0.015,0.044,75.000,0.560,0.035,53.000,0.396,0.027,4.000,0.030,0.038,2.000,0.015,0.133,0.000,0.000,0.000,83.000,0.619,0.035,49.000,0.366,0.027,2.000,0.015,0.036,0.000,0.000,0.000,0.000,0.000,0.000,49.000,0.366,0.028,79.000,0.590,0.034,2.000,0.015,0.020,1.000,0.007,0.091,3.000,0.022,0.024,56.000,0.418,0.036,67.000,0.500,0.031,7.000,0.052,0.020,2.000,0.015,0.034,2.000,0.015,0.020,68.000,0.507,0.032,64.000,0.478,0.032,0.000,0.000,0.000,1.000,0.007,0.037,1.000,0.007,0.033,67.000,0.500,0.033,61.000,0.455,0.030,3.000,0.022,0.024,1.000,0.007,0.091,2.000,0.015,0.033,52.000,0.388,0.032,69.000,0.515,0.030,9.000,0.067,0.040,1.000,0.007,0.042,3.000,0.022,0.022
No tengo nombramiento,114.000,0.247,0.096,286.000,0.619,0.112,34.000,0.074,0.115,2.000,0.004,0.087,26.000,0.056,0.138,147.000,0.318,0.081,279.000,0.604,0.125,21.000,0.045,0.157,1.000,0.002,0.063,14.000,0.030,0.311,190.000,0.411,0.089,252.000,0.545,0.128,14.000,0.030,0.132,3.000,0.006,0.200,3.000,0.006,0.130,207.000,0.448,0.088,242.000,0.524,0.134,7.000,0.015,0.125,3.000,0.006,0.273,3.000,0.006,0.158,135.000,0.292,0.078,289.000,0.626,0.126,13.000,0.028,0.129,3.000,0.006,0.273,22.000,0.048,0.177,139.000,0.301,0.090,272.000,0.589,0.124,24.000,0.052,0.069,5.000,0.011,0.086,22.000,0.048,0.220,187.000,0.405,0.089,250.000,0.541,0.127,14.000,0.030,0.110,4.000,0.009,0.148,7.000,0.015,0.233,180.000,0.390,0.089,256.000,0.554,0.126,16.000,0.035,0.126,0.000,0.000,0.000,10.000,0.022,0.164,145.000,0.315,0.090,270.000,0.586,0.119,23.000,0.050,0.103,0.000,0.000,0.000,23.000,0.050,0.172
Otro,93.000,0.299,0.078,191.000,0.614,0.075,13.000,0.042,0.044,0.000,0.000,0.000,14.000,0.045,0.074,133.000,0.428,0.073,163.000,0.524,0.073,7.000,0.023,0.052,2.000,0.006,0.125,6.000,0.019,0.133,149.000,0.479,0.070,149.000,0.479,0.076,8.000,0.026,0.075,0.000,0.000,0.000,5.000,0.016,0.217,161.000,0.518,0.068,142.000,0.457,0.078,6.000,0.019,0.107,0.000,0.000,0.000,2.000,0.006,0.105,117.000,0.376,0.068,175.000,0.563,0.076,5.000,0.016,0.050,0.000,0.000,0.000,14.000,0.045,0.113,106.000,0.341,0.068,179.000,0.576,0.082,15.000,0.048,0.043,1.000,0.003,0.017,10.000,0.032,0.100,136.000,0.437,0.065,162.000,0.521,0.082,10.000,0.032,0.079,0.000,0.000,0.000,3.000,0.010,0.100,148.000,0.476,0.073,150.000,0.482,0.074,8.000,0.026,0.063,0.000,0.000,0.000,5.000,0.016,0.082,109.000,0.350,0.068,174.000,0.559,0.077,14.000,0.045,0.063,0.000,0.000,0.000,14.000,0.045,0.104
GENERAL PÚBLICA,773.000,0.278,0.648,1669.000,0.600,0.653,182.000,0.065,0.617,16.000,0.006,0.696,140.000,0.050,0.741,1168.000,0.420,0.642,1470.000,0.529,0.657,100.000,0.036,0.746,7.000,0.003,0.438,35.000,0.013,0.778,1375.000,0.495,0.642,1307.000,0.470,0.664,73.000,0.026,0.689,7.000,0.003,0.467,18.000,0.006,0.783,1558.000,0.560,0.662,1171.000,0.421,0.646,30.000,0.011,0.536,5.000,0.002,0.455,16.000,0.006,0.842,1151.000,0.414,0.667,1466.000,0.527,0.640,65.000,0.023,0.644,2.000,0.001,0.182,96.000,0.035,0.774,1014.000,0.365,0.654,1408.000,0.506,0.641,251.000,0.090,0.719,35.000,0.013,0.603,72.000,0.026,0.720,1400.000,0.504,0.668,1255.000,0.451,0.636,86.000,0.031,0.677,20.000,0.007,0.741,19.000,0.007,0.633,1313.000,0.472,0.650,1333.000,0.479,0.655,82.000,0.029,0.646,8.000,0.003,0.727,44.000,0.016,0.721,1032.000,0.371,0.643,1489.000,0.536,0.657,144.000,0.052,0.643,17.000,0.006,0.708,97.000,0.035,0.724
INDÍGENAS,94.000,0.255,0.079,246.000,0.667,0.096,20.000,0.054,0.068,1.000,0.003,0.043,8.000,0.022,0.042,131.000,0.355,0.072,223.000,0.604,0.100,10.000,0.027,0.075,2.000,0.005,0.125,3.000,0.008,0.067,161.000,0.436,0.075,195.000,0.528,0.099,9.000,0.024,0.085,2.000,0.005,0.133,2.000,0.005,0.087,175.000,0.474,0.074,184.000,0.499,0.102,7.000,0.019,0.125,1.000,0.003,0.091,2.000,0.005,0.105,118.000,0.320,0.068,225.000,0.610,0.098,13.000,0.035,0.129,3.000,0.008,0.273,10.000,0.027,0.081,124.000,0.336,0.080,209.000,0.566,0.095,20.000,0.054,0.057,3.000,0.008,0.052,13.000,0.035,0.130,158.000,0.428,0.075,196.000,0.531,0.099,11.000,0.030,0.087,1.000,0.003,0.037,3.000,0.008,0.100,151.000,0.409,0.075,200.000,0.542,0.098,9.000,0.024,0.071,1.000,0.003,0.091,8.000,0.022,0.131,130.000,0.352,0.081,215.000,0.583,0.095,14.000,0.038,0.063,1.000,0.003,0.042,9.000,0.024,0.067
TÉCNICA,162.000,0.289,0.136,323.000,0.576,0.126,52.000,0.093,0.176,4.000,0.007,0.174,20.000,0.036,0.106,287.000,0.512,0.158,259.000,0.462,0.116,12.000,0.021,0.090,2.000,0.004,0.125,1.000,0.002,0.022,344.000,0.613,0.161,209.000,0.373,0.106,6.000,0.011,0.057,1.000,0.002,0.067,1.000,0.002,0.043,337.000,0.601,0.143,216.000,0.385,0.119,7.000,0.012,0.125,0.000,0.000,0.000,1.000,0.002,0.053,249.000,0.444,0.144,292.000,0.520,0.127,14.000,0.025,0.139,1.000,0.002,0.091,5.000,0.009,0.040,231.000,0.412,0.149,270.000,0.481,0.123,42.000,0.075,0.120,13.000,0.023,0.224,5.000,0.009,0.050,298.000,0.531,0.142,247.000,0.440,0.125,13.000,0.023,0.102,2.000,0.004,0.074,1.000,0.002,0.033,303.000,0.540,0.150,239.000,0.426,0.117,17.000,0.030,0.134,0.000,0.000,0.000,2.000,0.004,0.033,240.000,0.428,0.150,278.000,0.496,0.123,29.000,0.052,0.129,3.000,0.005,0.125,11.000,0.020,0.082
TELESECUNDARIA,163.000,0.300,0.137,316.000,0.582,0.124,41.000,0.076,0.139,2.000,0.004,0.087,21.000,0.039,0.111,234.000,0.431,0.129,286.000,0.527,0.128,12.000,0.022,0.090,5.000,0.009,0.313,6.000,0.011,0.133,261.000,0.481,0.122,257.000,0.473,0.131,18.000,0.033,0.170,5.000,0.009,0.333,2.000,0.004,0.087,285.000,0.525,0.121,241.000,0.444,0.133,12.000,0.022,0.214,5.000,0.009,0.455,0.000,0.000,0.000,207.000,0.381,0.120,309.000,0.569,0.135,9.000,0.017,0.089,5.000,0.009,0.455,13.000,0.024,0.105,181.000,0.333,0.117,309.000,0.569,0.141,36.000,0.066,0.103,7.000,0.013,0.121,10.000,0.018,0.100,241.000,0.444,0.115,274.000,0.505,0.139,17.000,0.031,0.134,4.000,0.007,0.148,7.000,0.013,0.233,252.000,0.464,0.125,263.000,0.484,0.129,19.000,0.035,0.150,2.000,0.004,0.182,7.000,0.013,0.115,202.000,0.372,0.126,284.000,0.523,0.125,37.000,0.068,0.165,3.000,0.006,0.125,17.000,0.031,0.127
Total,1192.000,0.280,1.000,2554.000,0.601,1.000,295.000,0.069,1.000,23.000,0.005,1.000,189.000,0.044,1.000,1820.000,0.428,1.000,2238.000,0.526,1.000,134.000,0.032,1.000,16.000,0.004,1.000,45.000,0.011,1.000,2141.000,0.503,1.000,1968.000,0.463,1.000,106.000,0.025,1.000,15.000,0.004,1.000,23.000,0.005,1.000,2355.000,0.554,1.000,1812.000,0.426,1.000,56.000,0.013,1.000,11.000,0.003,1.000,19.000,0.004,1.000,1725.000,0.406,1.000,2292.000,0.539,1.000,101.000,0.024,1.000,11.000,0.003,1.000,124.000,0.029,1.000,1550.000,0.364,1.000,2196.000,0.516,1.000,349.000,0.082,1.000,58.000,0.014,1.000,100.000,0.024,1.000,2097.000,0.493,1.000,1972.000,0.464,1.000,127.000,0.030,1.000,27.000,0.006,1.000,30.000,0.007,1.000,2019.000,0.475,1.000,2035.000,0.478,1.000,127.000,0.030,1.000,11.000,0.003,1.000,61.000,0.014,1.000,1604.000,0.377,1.000,2266.000,0.533,1.000,224.000,0.053,1.000,24.000,0.006,1.000,134.000,0.032,1.000
